Frequency (Hz),Strain Energy (J)
1181.0299072265625,115.10369110107422
1194.6070556640625,115.49276733398438
1208.3402099609375,115.8933334350586
1222.2313232421875,116.30579376220703
1236.2821044921875,116.73057556152344
1250.494384765625,117.16812133789062
1264.8701171875,117.61888885498047
1279.4110107421875,118.08336639404297
1294.119140625,118.56205749511719
1308.996337890625,119.05548858642578
1324.0445556640625,119.564208984375
1339.265869140625,120.08880615234375
1354.6619873046875,120.6298828125
1370.2352294921875,121.18807220458984
1385.9874267578125,121.76404571533203
1401.9207763671875,122.35850524902344
1418.0372314453125,122.97218322753906
1434.3389892578125,123.6058578491211
1450.828125,124.26033020019531
1467.5068359375,124.93646240234375
1484.3773193359375,125.6351547241211
1501.4417724609375,126.35735321044922
1518.702392578125,127.10405731201172
1536.161376953125,127.8763198852539
1553.821044921875,128.6752471923828
1571.683837890625,129.5020294189453
1589.7518310546875,130.35787963867188
1608.0277099609375,131.24412536621094
1626.5135498046875,132.1621551513672
1645.2119140625,133.11343383789062
1664.1253662109375,134.09951782226562
1683.256103515625,135.12205505371094
1702.6068115234375,136.18280029296875
1722.1800537109375,137.28363037109375
1741.9781494140625,138.426513671875
1762.0040283203125,139.61355590820312
1782.260009765625,140.84701538085938
1802.7489013671875,142.1292724609375
1823.4732666015625,143.462890625
1844.4359130859375,144.85061645507812
1865.6395263671875,146.29534912109375
1887.0869140625,147.8002166748047
1908.7808837890625,149.3685760498047
1930.7242431640625,151.0040283203125
1952.9197998046875,152.71043395996094
1975.37060546875,154.49195861816406
1998.0794677734375,156.35304260253906
2021.0494384765625,158.29855346679688
2044.283447265625,160.3336639404297
2067.784423828125,162.46401977539062
2091.5556640625,164.69570922851562
2115.600341796875,167.03533935546875
2139.921142578125,169.49009704589844
2164.521728515625,172.06777954101562
2189.405029296875,174.77688598632812
2214.574462890625,177.62667846679688
2240.033203125,180.62730407714844
2265.78466796875,183.78985595703125
2291.832275390625,187.1265106201172
2318.17919921875,190.65065002441406
2344.828857421875,194.37701416015625
2371.78515625,198.32186889648438
2399.051025390625,202.5032196044922
2426.630615234375,206.94102478027344
2454.527099609375,211.65745544433594
2482.744384765625,216.67723083496094
2511.2861328125,222.02796936035156
2540.15576171875,227.7406005859375
2569.357421875,233.8498992919922
2598.894775390625,240.3950653076172
2628.771728515625,247.42037963867188
2658.991943359375,254.9761199951172
2689.559814453125,263.1195373535156
2720.47900390625,271.91607666015625
2751.753662109375,281.4407958984375
2783.3876953125,291.7802734375
2815.3857421875,303.0346374511719
2847.751220703125,315.3204650878906
2880.489013671875,328.7740173339844
2913.603271484375,343.555419921875
2947.097900390625,359.8541259765625
2980.977783203125,377.8954772949219
3015.2470703125,397.9494323730469
3049.910400390625,420.3417053222656
3084.97216796875,445.46844482421875
3120.43701171875,473.8154296875
3156.3095703125,505.9840087890625
3192.594482421875,542.7261352539062
3229.296630859375,584.9924926757812
3266.420654296875,633.9996948242188
3303.971435546875,691.3260498046875
3341.953857421875,759.050048828125
3380.373046875,839.9549560546875
3419.233642578125,937.8399658203125
3458.541259765625,1058.003662109375
3498.30078125,1208.0213623046875
3538.51708984375,1399.0386962890625
3579.196044921875,1648.0172119140625
3620.34228515625,1981.8248291015625
3661.9619140625,2445.142822265625
3704.059814453125,3116.884033203125
3746.6416015625,4147.50439453125
3789.713134765625,5854.32373046875
3833.279541015625,9006.9541015625
3877.346923828125,15904.3271484375
3921.9208984375,36308.1953125
3967.00732421875,160713.8125
4012.612060546875,9279526.0
4058.7412109375,96730.8359375
4105.400390625,26357.740234375
4152.59619140625,11941.2177734375
4200.33447265625,6744.1669921875
4248.62158203125,4317.43603515625
4297.4638671875,3000.8916015625
4346.8671875,2213.556884765625
4396.8388671875,1710.01953125
4447.384765625,1372.45361328125
4498.51220703125,1138.8310546875
4550.22705078125,974.2237548828125
4602.53662109375,858.0244750976562
4655.447265625,777.7872314453125
4708.96630859375,726.1043701171875
4763.1005859375,699.0220947265625
4817.85693359375,695.3524169921875
4873.2431640625,716.6549682617188
4929.26611328125,767.9563598632812
4985.93310546875,859.6534423828125
5043.2509765625,1011.849853515625
5101.228515625,1264.56884765625
5159.8720703125,1704.375
5219.18994140625,2545.658203125
5279.18994140625,4445.68896484375
5339.87939453125,10324.3447265625
5401.2666015625,50918.69140625
5463.35986328125,743851.875
5526.16650390625,21201.439453125
5589.6953125,6260.1630859375
5653.95458984375,2945.194091796875
5718.95263671875,1708.6676025390625
5784.697265625,1118.3883056640625
5851.1982421875,792.2071533203125
5918.4638671875,593.5405883789062
5986.50244140625,463.8413391113281
6055.3232421875,374.66168212890625
6124.935546875,310.8448791503906
6195.34765625,263.72369384765625
6266.5693359375,228.05657958984375
6338.60986328125,200.52687072753906
6411.478515625,178.9569549560547
6485.18505859375,161.87335205078125
6559.73876953125,148.25489807128906
6635.1494140625,137.38128662109375
6711.42724609375,128.7394256591797
6788.58154296875,121.96421813964844
6866.623046875,116.80105590820312
6945.56201171875,113.08273315429688
7025.408203125,110.71669006347656
7106.17236328125,109.68091583251953
7187.86474609375,110.02845001220703
7270.49658203125,111.90238189697266
7354.078125,115.56625366210938
7438.62060546875,121.45978546142578
7524.13525390625,130.3004150390625
7610.63232421875,143.27359008789062
7698.12451171875,162.4088134765625
7786.6220703125,191.37744140625
7876.13720703125,237.35211181640625
7966.68115234375,315.9137878417969
8058.26611328125,466.4293212890625
8150.90380859375,814.2734985351562
8244.6064453125,1960.205810546875
8339.38671875,11946.3427734375
8435.2568359375,41484.1875
8532.228515625,2741.49365234375
8630.314453125,927.4660034179688
8729.529296875,482.4812927246094
8829.8837890625,311.6091613769531
8931.3916015625,230.73150634765625
9034.0673828125,188.2613525390625
9137.9228515625,165.3807373046875
9242.97265625,154.10610961914062
9349.2294921875,150.84014892578125
9456.7080078125,154.12863159179688
9565.4228515625,163.85708618164062
9675.38671875,181.10073852539062
9786.615234375,208.47035217285156
9899.1220703125,251.181884765625
10012.9228515625,319.7307434082031
10128.03125,437.0127258300781
10244.462890625,660.446533203125
10362.2333984375,1169.8125
10481.357421875,2797.206787109375
10601.8515625,15480.7578125
10723.73046875,96190.0859375
10847.009765625,4642.8759765625
10971.70703125,1474.3450927734375
