Frequency (Hz),Strain Energy (J)
100.0,1409.3594970703125
101.14959716796875,1409.4810791015625
102.31241607666016,1409.60546875
103.48860168457031,1409.7327880859375
104.67830657958984,1409.863037109375
105.8816909790039,1409.996337890625
107.09890747070312,1410.1328125
108.33011627197266,1410.2724609375
109.57547760009766,1410.415283203125
110.83515930175781,1410.5614013671875
112.10931396484375,1410.7110595703125
113.39812469482422,1410.8641357421875
114.70175170898438,1411.020751953125
116.0203628540039,1411.1810302734375
117.35413360595703,1411.3450927734375
118.70323944091797,1411.512939453125
120.0678482055664,1411.684814453125
121.44815063476562,1411.860595703125
122.84432220458984,1412.0404052734375
124.25653839111328,1412.224609375
125.68498992919922,1412.4129638671875
127.12986755371094,1412.605712890625
128.5913543701172,1412.8031005859375
130.06964111328125,1413.0050048828125
131.56491088867188,1413.211669921875
133.077392578125,1413.423095703125
134.6072540283203,1413.6395263671875
136.15469360351562,1413.8609619140625
137.7199249267578,1414.087646484375
139.30316162109375,1414.319580078125
140.9045867919922,1414.5570068359375
142.52442932128906,1414.800048828125
144.1628875732422,1415.0487060546875
145.82017517089844,1415.3031005859375
147.4965362548828,1415.5635986328125
149.19215393066406,1415.8302001953125
150.9072723388672,1416.10302734375
152.64208984375,1416.3822021484375
154.39686584472656,1416.66796875
156.17181396484375,1416.96044921875
157.9671630859375,1417.259765625
159.7831573486328,1417.566162109375
161.62002563476562,1417.8797607421875
163.47801208496094,1418.20068359375
165.35736083984375,1418.529296875
167.25830078125,1418.865478515625
169.1811065673828,1419.209716796875
171.12600708007812,1419.5618896484375
173.09327697753906,1419.9224853515625
175.08316040039062,1420.2916259765625
177.09591674804688,1420.66943359375
179.13180541992188,1421.05615234375
181.1911163330078,1421.451904296875
183.27407836914062,1421.8570556640625
185.38099670410156,1422.2718505859375
187.51214599609375,1422.6964111328125
189.66778564453125,1423.1309814453125
191.84820556640625,1423.575927734375
194.05369567871094,1424.0313720703125
196.28453063964844,1424.49755859375
198.541015625,1424.974853515625
200.82345581054688,1425.4635009765625
203.13211059570312,1425.963623046875
205.4673309326172,1426.4757080078125
207.82937622070312,1427.0
210.2185821533203,1427.5367431640625
212.63525390625,1428.086181640625
215.0797119140625,1428.648681640625
217.55227661132812,1429.2247314453125
220.05325317382812,1429.814453125
222.58297729492188,1430.418212890625
225.1417999267578,1431.036376953125
227.7300262451172,1431.6693115234375
230.34800720214844,1432.3173828125
232.99609375,1432.9810791015625
235.67462158203125,1433.6605224609375
238.38394165039062,1434.3563232421875
241.12440490722656,1435.06884765625
243.8963623046875,1435.79833984375
246.7001953125,1436.5455322265625
249.53627014160156,1437.3106689453125
252.40493774414062,1438.0941162109375
255.30657958984375,1438.896484375
258.2415771484375,1439.71826171875
261.2103271484375,1440.559814453125
264.21319580078125,1441.4217529296875
267.2506103515625,1442.3045654296875
270.3229064941406,1443.208740234375
273.4305419921875,1444.134765625
276.57391357421875,1445.083251953125
279.7533874511719,1446.054931640625
282.9694519042969,1447.050048828125
286.22247314453125,1448.069580078125
289.51287841796875,1449.1138916015625
292.84112548828125,1450.1837158203125
296.2076110839844,1451.2796630859375
299.6128234863281,1452.40234375
303.05718994140625,1453.5526123046875
306.5411376953125,1454.731201171875
310.06512451171875,1455.9385986328125
313.629638671875,1457.17578125
317.235107421875,1458.4434814453125
320.8820495605469,1459.7423095703125
324.5709228515625,1461.0733642578125
328.30218505859375,1462.4373779296875
332.07635498046875,1463.8350830078125
335.8938903808594,1465.267578125
339.7553405761719,1466.7357177734375
343.6611633300781,1468.2403564453125
347.61187744140625,1469.7825927734375
351.6080322265625,1471.3634033203125
355.6501159667969,1472.9837646484375
359.7386779785156,1474.644775390625
363.8742370605469,1476.3475341796875
368.0573425292969,1478.0931396484375
372.28851318359375,1479.8828125
376.568359375,1481.7176513671875
380.8973693847656,1483.59912109375
385.27618408203125,1485.5283203125
389.705322265625,1487.5064697265625
394.18536376953125,1489.53515625
398.7169189453125,1491.61572265625
403.3005676269531,1493.74951171875
407.9369201660156,1495.9381103515625
412.6265563964844,1498.1829833984375
417.3701171875,1500.4857177734375
422.168212890625,1502.84814453125
427.0214538574219,1505.271728515625
431.9305114746094,1507.75830078125
436.8959655761719,1510.309814453125
441.91851806640625,1512.9278564453125
446.9988098144531,1515.6146240234375
452.13751220703125,1518.3719482421875
457.3352966308594,1521.201904296875
462.59283447265625,1524.1068115234375
467.9107971191406,1527.0887451171875
473.2898864746094,1530.14990234375
478.7308349609375,1533.2928466796875
484.2343444824219,1536.5198974609375
489.80108642578125,1539.833740234375
495.4318542480469,1543.2369384765625
501.1273193359375,1546.7320556640625
506.8883056640625,1550.3221435546875
512.7154541015625,1554.0101318359375
518.6096801757812,1557.7989501953125
524.5715942382812,1561.6917724609375
530.60205078125,1565.69189453125
536.701904296875,1569.8028564453125
542.871826171875,1574.0279541015625
549.1126708984375,1578.370849609375
555.4252319335938,1582.8355712890625
561.8104248046875,1587.426025390625
568.2689819335938,1592.146240234375
574.8018188476562,1597.00048828125
581.4097290039062,1601.9932861328125
588.0936279296875,1607.1292724609375
594.8543701171875,1612.4132080078125
601.6928100585938,1617.8502197265625
608.60986328125,1623.4454345703125
615.6064453125,1629.204345703125
622.6834716796875,1635.1328125
629.8418579101562,1641.2364501953125
637.08251953125,1647.5218505859375
644.4064331054688,1653.9951171875
651.8145141601562,1660.6632080078125
659.3077392578125,1667.533203125
666.8871459960938,1674.6123046875
674.5537109375,1681.9085693359375
682.308349609375,1689.4296875
690.1522216796875,1697.1844482421875
698.086181640625,1705.1815185546875
706.1113891601562,1713.43017578125
714.2288208007812,1721.9403076171875
722.4396362304688,1730.7220458984375
730.7448120117188,1739.7861328125
739.1454467773438,1749.143798828125
747.6426391601562,1758.8070068359375
756.237548828125,1768.7879638671875
764.9312744140625,1779.0999755859375
773.7249145507812,1789.756591796875
782.6196899414062,1800.7725830078125
791.6166381835938,1812.1630859375
800.7171020507812,1823.9443359375
809.922119140625,1836.13330078125
819.2329711914062,1848.748046875
828.65087890625,1861.807373046875
838.1770629882812,1875.33154296875
847.812744140625,1889.3419189453125
857.5592041015625,1903.86083984375
867.417724609375,1918.9122314453125
877.3895874023438,1934.521484375
887.4760131835938,1950.715576171875
897.678466796875,1967.5230712890625
907.9981689453125,1984.9742431640625
918.4365234375,2003.1015625
928.994873046875,2021.9395751953125
939.6746215820312,2041.5250244140625
950.4771118164062,2061.89697265625
961.40380859375,2083.097900390625
972.4561157226562,2105.172119140625
983.6354370117188,2128.16796875
994.9432983398438,2152.136962890625
1006.3811645507812,2177.134521484375
1017.9505615234375,2203.219970703125
1029.6529541015625,2230.45703125
1041.4898681640625,2258.914794921875
1053.4627685546875,2288.66748046875
1065.5733642578125,2319.795166015625
1077.8232421875,2352.384521484375
1090.2138671875,2386.529296875
1102.7469482421875,2422.331787109375
1115.4241943359375,2459.90234375
1128.2470703125,2499.36083984375
1141.2174072265625,2540.8388671875
1154.3369140625,2584.4794921875
1167.6070556640625,2630.438720703125
1181.0299072265625,2678.887939453125
1194.6070556640625,2730.015380859375
1208.3402099609375,2784.027587890625
1222.2313232421875,2841.15234375
1236.2821044921875,2901.641357421875
1250.494384765625,2965.77294921875
1264.8701171875,3033.85546875
1279.4110107421875,3106.232666015625
1294.119140625,3183.287353515625
1308.996337890625,3265.447265625
1324.0445556640625,3353.192138671875
1339.265869140625,3447.061279296875
1354.6619873046875,3547.662841796875
1370.2352294921875,3655.684814453125
1385.9874267578125,3771.908447265625
1401.9207763671875,3897.22412109375
1418.0372314453125,4032.64990234375
1434.3389892578125,4179.35546875
1450.828125,4338.689453125
1467.5068359375,4512.21435546875
1484.3773193359375,4701.7509765625
1501.4417724609375,4909.42724609375
1518.702392578125,5137.7509765625
1536.161376953125,5389.6875
1553.821044921875,5668.77197265625
1571.683837890625,5979.24365234375
1589.7518310546875,6326.22412109375
1608.0277099609375,6715.9521484375
1626.5135498046875,7156.091796875
1645.2119140625,7656.146484375
1664.1253662109375,8228.0234375
1683.256103515625,8886.8095703125
1702.6068115234375,9651.859375
1722.1800537109375,10548.34765625
1741.9781494140625,11609.5244140625
1762.0040283203125,12880.0693359375
1782.260009765625,14421.1962890625
1802.7489013671875,16318.654296875
1823.4732666015625,18695.6484375
1844.4359130859375,21734.5234375
1865.6395263671875,25714.685546875
1887.0869140625,31082.431640625
1908.7808837890625,38587.54296875
1930.7242431640625,49571.2734375
1952.9197998046875,66633.6015625
1975.37060546875,95382.2109375
1998.0794677734375,149862.375
2021.0494384765625,274213.4375
2044.283447265625,674596.4375
2067.784423828125,3887438.25
2091.5556640625,20548138.0
2115.600341796875,1074621.0
2139.921142578125,336763.28125
2164.521728515625,160799.15625
2189.405029296875,93349.453125
2214.574462890625,60776.6484375
2240.033203125,42725.70703125
2265.78466796875,31772.291015625
2291.832275390625,24693.17578125
2318.17919921875,19910.3046875
2344.828857421875,16580.673828125
2371.78515625,14224.1630859375
2399.051025390625,12554.90234375
2426.630615234375,11398.8662109375
2454.527099609375,10651.5869140625
2482.744384765625,10256.4150390625
2511.2861328125,10194.78125
2540.15576171875,10485.2919921875
2569.357421875,11192.1875
2598.894775390625,12448.15234375
2628.771728515625,14505.3564453125
2658.991943359375,17851.6171875
2689.559814453125,23498.708984375
2720.47900390625,33803.2265625
2751.753662109375,55328.74609375
2783.3876953125,112594.03125
2815.3857421875,370016.96875
2847.751220703125,14911810.0
2880.489013671875,742150.375
2913.603271484375,147523.5625
2947.097900390625,60675.859375
2980.977783203125,32805.12890625
3015.2470703125,20517.48828125
3049.910400390625,14056.345703125
3084.97216796875,10252.78515625
3120.43701171875,7830.306640625
3156.3095703125,6195.35498046875
3192.594482421875,5041.919921875
3229.296630859375,4199.4248046875
3266.420654296875,3566.791748046875
3303.971435546875,3081.091552734375
3341.953857421875,2701.563232421875
3380.373046875,2400.896728515625
3419.233642578125,2160.30078125
3458.541259765625,1966.56494140625
3498.30078125,1810.257080078125
3538.51708984375,1684.591064453125
3579.196044921875,1584.701904296875
3620.34228515625,1507.1846923828125
3661.9619140625,1449.81396484375
3704.059814453125,1411.4002685546875
3746.6416015625,1391.76708984375
3789.713134765625,1391.861328125
3833.279541015625,1414.0394287109375
3877.346923828125,1462.6307373046875
3921.9208984375,1544.989501953125
3967.00732421875,1673.4774169921875
4012.612060546875,1869.3768310546875
4058.7412109375,2171.145263671875
4105.400390625,2653.478515625
4152.59619140625,3476.979736328125
4200.33447265625,5040.9638671875
4248.62158203125,8584.263671875
4297.4638671875,19749.95703125
4346.8671875,102695.984375
4396.8388671875,856955.75
4447.384765625,35171.90625
4498.51220703125,11192.83203125
4550.22705078125,5693.4609375
4602.53662109375,3641.35546875
4655.447265625,2686.52490234375
4708.96630859375,2192.029541015625
4763.1005859375,1930.0281982421875
4817.85693359375,1805.1041259765625
4873.2431640625,1774.62939453125
4929.26611328125,1821.380859375
4985.93310546875,1943.666259765625
5043.2509765625,2153.091552734375
5101.228515625,2477.65478515625
5159.8720703125,2971.853271484375
5219.18994140625,3741.137939453125
5279.18994140625,5003.17529296875
5339.87939453125,7261.7998046875
5401.2666015625,11909.025390625
5463.35986328125,24078.998046875
5526.16650390625,77237.359375
5589.6953125,2380782.25
5653.95458984375,176954.953125
5718.95263671875,33812.609375
5784.697265625,13916.5556640625
5851.1982421875,7690.4755859375
5918.4638671875,5047.28662109375
5986.50244140625,3775.836181640625
6055.3232421875,3203.350830078125
6124.935546875,3149.653564453125
6195.34765625,3783.4873046875
6266.5693359375,6180.775390625
6338.60986328125,18250.34375
6411.478515625,1047588.5
6485.18505859375,30428.6875
6559.73876953125,6851.00830078125
6635.1494140625,3206.35400390625
6711.42724609375,2051.43212890625
6788.58154296875,1709.1522216796875
6866.623046875,3192.337646484375
6945.56201171875,8910.36328125
7025.408203125,1313.88525390625
7106.17236328125,932.1718139648438
7187.86474609375,847.7659912109375
7270.49658203125,859.7227172851562
7354.078125,951.629150390625
7438.62060546875,1160.265380859375
7524.13525390625,1607.0478515625
7610.63232421875,2706.423095703125
7698.12451171875,6595.3125
7786.6220703125,50018.95703125
7876.13720703125,66696.1953125
7966.68115234375,6955.197265625
8058.26611328125,2921.866943359375
8150.90380859375,2439.79052734375
8244.6064453125,7696.80517578125
8339.38671875,20372.59765625
8435.2568359375,2167.647216796875
8532.228515625,1428.3648681640625
8630.314453125,2390.80029296875
8729.529296875,10449372.0
8829.8837890625,2856.5439453125
8931.3916015625,3880.9482421875
9034.0673828125,286558.46875
9137.9228515625,5206.64697265625
9242.97265625,1421.7225341796875
9349.2294921875,819.5099487304688
9456.7080078125,640.7854614257812
9565.4228515625,594.7813720703125
9675.38671875,622.382568359375
9786.615234375,721.8409423828125
9899.1220703125,932.2177734375
10012.9228515625,1377.6029052734375
10128.03125,2494.832275390625
10244.462890625,6701.966796875
10362.2333984375,70674.25
10481.357421875,39991.78125
10601.8515625,5302.27978515625
10723.73046875,2119.137939453125
10847.009765625,1394.126220703125
10971.70703125,2349.921142578125
11097.837890625,6100.05859375
11225.4189453125,2218.471435546875
11354.466796875,13125.22265625
11484.9970703125,825.3675537109375
11617.029296875,419.501953125
11750.578125,307.2578430175781
11885.6630859375,257.6225280761719
12022.30078125,232.16456604003906
12160.5087890625,220.1079559326172
12300.306640625,218.45152282714844
12441.7109375,228.6873779296875
12584.740234375,260.48052978515625
12729.4150390625,387.1876220703125
12875.751953125,882.30908203125
13023.771484375,1077.9061279296875
13173.4931640625,16676.564453125
13324.935546875,3143.0302734375
13478.119140625,661.87158203125
13633.0634765625,375.05078125
13789.7890625,592.6961669921875
13948.3173828125,294.6312561035156
14108.6669921875,301.26641845703125
14270.8603515625,373.98175048828125
14434.91796875,589.3744506835938
14600.8623046875,1565.2657470703125
14768.712890625,55339.38671875
14938.494140625,3028.2421875
15110.2275390625,801.4370727539062
15283.9345703125,585.026611328125
15459.638671875,1045.122314453125
15637.36328125,425241.65625
15817.1298828125,1093.72021484375
15998.9638671875,421.2280578613281
16182.8876953125,307.5108642578125
16368.9267578125,277.0285949707031
16557.103515625,275.69000244140625
16747.443359375,295.1681213378906
16939.97265625,350.0994567871094
17134.71484375,580.9658203125
17331.6953125,233330.6875
17530.94140625,922.9663696289062
17732.4765625,5646.73828125
17936.330078125,2387.05517578125
18142.525390625,740.1514282226562
18351.091796875,676.2642822265625
18562.056640625,865.4375
18775.4453125,1570.84228515625
18991.287109375,7533.21337890625
19209.611328125,25663.61328125
19430.4453125,2318.557373046875
19653.818359375,1473.3070068359375
19879.7578125,1724.913330078125
20108.296875,3201.224365234375
20339.4609375,15362.462890625
20573.283203125,81082.796875
20809.794921875,4974.89697265625
21049.0234375,2312.59375
21291.00390625,1898.843017578125
21535.765625,2045.2471923828125
21783.33984375,2590.16943359375
22033.76171875,3745.04052734375
22287.0625,6321.720703125
22543.2734375,13688.556640625
22802.431640625,52994.0234375
23064.568359375,4515395072.0
23329.71875,51294.6796875
23597.916015625,12531.22265625
23869.19921875,5462.25390625
24143.599609375,3018.219970703125
24421.154296875,1899.5682373046875
24701.900390625,1298.357421875
24985.873046875,939.602783203125
25273.109375,709.1483764648438
25563.650390625,552.7767333984375
25857.529296875,442.0918884277344
26154.787109375,361.0708312988281
26455.462890625,300.1255187988281
26759.595703125,253.2394561767578
27067.224609375,216.48716735839844
27378.388671875,187.22372436523438
27693.130859375,163.62071228027344
28011.4921875,144.39328002929688
28333.51171875,128.64520263671875
28659.234375,115.82183837890625
28988.69921875,105.93989562988281
29321.955078125,102.15499114990234
29659.0390625,346.14202880859375
30000.0,97.6279067993164
