Frequency (Hz),Strain Energy (J)
6866.623046875,5624.60693359375
6945.56201171875,4447.97509765625
7025.408203125,8373.5595703125
7106.17236328125,3222.750732421875
7187.86474609375,3649.390380859375
7270.49658203125,5442.04638671875
7354.078125,12236.3779296875
7438.62060546875,92638.1015625
7524.13525390625,104365.3203125
7610.63232421875,12571.708984375
7698.12451171875,6504.9912109375
7786.6220703125,7563.28466796875
7876.13720703125,34731.265625
7966.68115234375,77606.046875
8058.26611328125,7488.62890625
8150.90380859375,3482.7763671875
8244.6064453125,2501.76220703125
8339.38671875,2208.135009765625
8435.2568359375,2225.24755859375
8532.228515625,2541.51953125
8630.314453125,3579.197021484375
8729.529296875,12827.9345703125
8829.8837890625,14834.8359375
8931.3916015625,21284.55859375
9034.0673828125,632900.1875
9137.9228515625,12914.9228515625
9242.97265625,6808.71630859375
9349.2294921875,7302.85302734375
9456.7080078125,11809.5166015625
9565.4228515625,32923.23046875
9675.38671875,909197.0625
9786.615234375,75179.796875
9899.1220703125,18330.4375
10012.9228515625,13162.134765625
10128.03125,18050.140625
10244.462890625,47557.3828125
10362.2333984375,857559.0625
10481.357421875,147607.875
10601.8515625,25421.52734375
10723.73046875,10300.7939453125
10847.009765625,5641.7099609375
10971.70703125,3613.267822265625
11097.837890625,2548.845458984375
11225.4189453125,1920.79931640625
11354.466796875,1519.2647705078125
11484.9970703125,1247.20166015625
11617.029296875,1054.6439208984375
11750.578125,913.6963500976562
11885.6630859375,807.7720947265625
12022.30078125,726.4967041015625
12160.5087890625,663.1077880859375
12300.306640625,613.04296875
12441.7109375,573.1342163085938
12584.740234375,541.1270141601562
12729.4150390625,515.3831787109375
12875.751953125,494.69134521484375
13023.771484375,478.142333984375
13173.4931640625,465.0455627441406
13324.935546875,454.8715515136719
13478.119140625,447.2118225097656
13633.0634765625,441.7503967285156
13789.7890625,438.2432861328125
13948.3173828125,436.50360107421875
14108.6669921875,436.39068603515625
14270.8603515625,437.8022155761719
14434.91796875,440.6683654785156
14600.8623046875,444.9479064941406
14768.712890625,450.6252746582031
14938.494140625,457.70916748046875
15110.2275390625,466.2316589355469
15283.9345703125,476.2485656738281
15459.638671875,487.84033203125
15637.36328125,501.1142272949219
15817.1298828125,516.2070922851562
15998.9638671875,533.2894287109375
16182.8876953125,552.571044921875
16368.9267578125,574.30810546875
16557.103515625,598.8125610351562
16747.443359375,626.4644165039062
16939.97265625,657.7276000976562
17134.71484375,693.171142578125
17331.6953125,733.4967651367188
17530.94140625,779.57666015625
17732.4765625,832.5034790039062
17936.330078125,893.6602783203125
18142.525390625,964.8168334960938
18351.091796875,1048.26708984375
18562.056640625,1147.027099609375
18775.4453125,1265.1265869140625
18991.287109375,1408.049560546875
19209.611328125,1583.41650390625
19430.4453125,1802.0733642578125
19653.818359375,2079.892333984375
19879.7578125,2440.870849609375
20108.296875,2922.7216796875
20339.4609375,3587.550537109375
20573.283203125,4543.703125
20809.794921875,5994.4921875
21049.0234375,8359.646484375
21291.00390625,12626.7509765625
21535.765625,21610.763671875
21783.33984375,46298.21484375
22033.76171875,168571.28125
22287.0625,35171664.0
22543.2734375,216122.546875
22802.431640625,48943.453125
23064.568359375,20795.27734375
23329.71875,11343.826171875
23597.916015625,7088.8291015625
23869.19921875,4828.462890625
24143.599609375,3492.363037109375
24421.154296875,2641.4541015625
24701.900390625,2069.03759765625
24985.873046875,1667.6373291015625
25273.109375,1377.01220703125
25563.650390625,1161.3858642578125
25857.529296875,998.5806884765625
26154.787109375,874.58984375
26455.462890625,781.4264526367188
26759.595703125,723.51806640625
27067.224609375,1816.7794189453125
27378.388671875,644.7242431640625
27693.130859375,580.1117553710938
28011.4921875,558.7841186523438
28333.51171875,555.3217163085938
28659.234375,571.0582885742188
28988.69921875,615.8309326171875
29321.955078125,724.3768310546875
29659.0390625,1225.236572265625
30000.0,2573.98876953125
