Frequency (Hz),Strain Energy (J)
100.0,9.387088775634766
101.14959716796875,9.387142181396484
102.31241607666016,9.387197494506836
103.48860168457031,9.387253761291504
104.67830657958984,9.387311935424805
105.8816909790039,9.387371063232422
107.09890747070312,9.387431144714355
108.33011627197266,9.387493133544922
109.57547760009766,9.387556076049805
110.83515930175781,9.38762092590332
112.10931396484375,9.387686729431152
113.39812469482422,9.387754440307617
114.70175170898438,9.387824058532715
116.0203628540039,9.387894630432129
117.35413360595703,9.387967109680176
118.70323944091797,9.388041496276855
120.0678482055664,9.388117790222168
121.44815063476562,9.388195037841797
122.84432220458984,9.388274192810059
124.25653839111328,9.38835620880127
125.68498992919922,9.388439178466797
127.12986755371094,9.388524055480957
128.5913543701172,9.38861083984375
130.06964111328125,9.388700485229492
131.56491088867188,9.38879108428955
133.077392578125,9.388884544372559
134.6072540283203,9.3889799118042
136.15469360351562,9.389078140258789
137.7199249267578,9.389177322387695
139.30316162109375,9.389280319213867
140.9045867919922,9.389384269714355
142.52442932128906,9.389491081237793
144.1628875732422,9.38960075378418
145.82017517089844,9.389713287353516
147.4965362548828,9.389827728271484
149.19215393066406,9.389945030212402
150.9072723388672,9.390064239501953
152.64208984375,9.39018726348877
154.39686584472656,9.390313148498535
156.17181396484375,9.39044189453125
157.9671630859375,9.390572547912598
159.7831573486328,9.390707015991211
161.62002563476562,9.39084529876709
163.47801208496094,9.390985488891602
165.35736083984375,9.391130447387695
167.25830078125,9.391277313232422
169.1811065673828,9.391427993774414
171.12600708007812,9.391582489013672
173.09327697753906,9.391740798950195
175.08316040039062,9.391901969909668
177.09591674804688,9.392066955566406
179.13180541992188,9.392236709594727
181.1911163330078,9.392409324645996
183.27407836914062,9.392586708068848
185.38099670410156,9.392767906188965
187.51214599609375,9.392952919006348
189.66778564453125,9.393142700195312
191.84820556640625,9.393336296081543
194.05369567871094,9.393534660339355
196.28453063964844,9.39373779296875
198.541015625,9.393945693969727
200.82345581054688,9.394158363342285
203.13211059570312,9.394376754760742
205.4673309326172,9.394598960876465
207.82937622070312,9.394826889038086
210.2185821533203,9.395059585571289
212.63525390625,9.39529800415039
215.0797119140625,9.39554214477539
217.55227661132812,9.395792007446289
220.05325317382812,9.396047592163086
222.58297729492188,9.396308898925781
225.1417999267578,9.396575927734375
227.7300262451172,9.396849632263184
230.34800720214844,9.397130012512207
232.99609375,9.397416114807129
235.67462158203125,9.397708892822266
238.38394165039062,9.398009300231934
241.12440490722656,9.398316383361816
243.8963623046875,9.398630142211914
246.7001953125,9.398951530456543
249.53627014160156,9.399279594421387
252.40493774414062,9.399616241455078
255.30657958984375,9.3999605178833
258.2415771484375,9.400312423706055
261.2103271484375,9.400672912597656
264.21319580078125,9.401041984558105
267.2506103515625,9.401418685913086
270.3229064941406,9.40180492401123
273.4305419921875,9.402199745178223
276.57391357421875,9.402604103088379
279.7533874511719,9.403017044067383
282.9694519042969,9.403440475463867
286.22247314453125,9.403873443603516
289.51287841796875,9.404315948486328
292.84112548828125,9.404769897460938
296.2076110839844,9.405233383178711
299.6128234863281,9.405708312988281
303.05718994140625,9.406193733215332
306.5411376953125,9.40669059753418
310.06512451171875,9.407198905944824
313.629638671875,9.407719612121582
317.235107421875,9.408251762390137
320.8820495605469,9.408796310424805
324.5709228515625,9.409354209899902
328.30218505859375,9.409924507141113
332.07635498046875,9.410508155822754
335.8938903808594,9.411105155944824
339.7553405761719,9.41171646118164
343.6611633300781,9.412342071533203
347.61187744140625,9.412981986999512
351.6080322265625,9.413636207580566
355.6501159667969,9.414306640625
359.7386779785156,9.414992332458496
363.8742370605469,9.415693283081055
368.0573425292969,9.416411399841309
372.28851318359375,9.417146682739258
376.568359375,9.417898178100586
380.8973693847656,9.418667793273926
385.27618408203125,9.419454574584961
389.705322265625,9.420260429382324
394.18536376953125,9.4210844039917
398.7169189453125,9.421928405761719
403.3005676269531,9.422791481018066
407.9369201660156,9.423675537109375
412.6265563964844,9.424579620361328
417.3701171875,9.425504684448242
422.168212890625,9.426450729370117
427.0214538574219,9.427419662475586
431.9305114746094,9.428411483764648
436.8959655761719,9.429426193237305
441.91851806640625,9.430464744567871
446.9988098144531,9.431527137756348
452.13751220703125,9.432615280151367
457.3352966308594,9.433728218078613
462.59283447265625,9.434866905212402
467.9107971191406,9.43603229522705
473.2898864746094,9.437225341796875
478.7308349609375,9.438446044921875
484.2343444824219,9.439695358276367
489.80108642578125,9.440974235534668
495.4318542480469,9.442282676696777
501.1273193359375,9.443622589111328
506.8883056640625,9.444993019104004
512.7154541015625,9.446395874023438
518.6096801757812,9.447832107543945
524.5715942382812,9.449301719665527
530.60205078125,9.4508056640625
536.701904296875,9.45234489440918
542.871826171875,9.453920364379883
549.1126708984375,9.455533027648926
555.4252319335938,9.457182884216309
561.8104248046875,9.45887279510498
568.2689819335938,9.460601806640625
574.8018188476562,9.462370872497559
581.4097290039062,9.46418285369873
588.0936279296875,9.466036796569824
594.8543701171875,9.467934608459473
601.6928100585938,9.469877243041992
608.60986328125,9.471864700317383
615.6064453125,9.47390079498291
622.6834716796875,9.475983619689941
629.8418579101562,9.478116035461426
637.08251953125,9.48029899597168
644.4064331054688,9.48253345489502
651.8145141601562,9.484821319580078
659.3077392578125,9.487162590026855
666.8871459960938,9.4895601272583
674.5537109375,9.492013931274414
682.308349609375,9.494525909423828
690.1522216796875,9.49709701538086
698.086181640625,9.499730110168457
706.1113891601562,9.502425193786621
714.2288208007812,9.505184173583984
722.4396362304688,9.50800895690918
730.7448120117188,9.51090145111084
739.1454467773438,9.513862609863281
747.6426391601562,9.516894340515137
756.237548828125,9.519997596740723
764.9312744140625,9.523176193237305
773.7249145507812,9.526429176330566
782.6196899414062,9.52976131439209
791.6166381835938,9.533172607421875
800.7171020507812,9.536664962768555
809.922119140625,9.540242195129395
819.2329711914062,9.543904304504395
828.65087890625,9.547654151916504
838.1770629882812,9.551494598388672
847.812744140625,9.555427551269531
857.5592041015625,9.559454917907715
867.417724609375,9.563578605651855
877.3895874023438,9.567802429199219
887.4760131835938,9.572128295898438
897.678466796875,9.576558113098145
907.9981689453125,9.581094741821289
918.4365234375,9.585741996765137
928.994873046875,9.590500831604004
939.6746215820312,9.595376014709473
950.4771118164062,9.600369453430176
961.40380859375,9.605483055114746
972.4561157226562,9.610722541809082
983.6354370117188,9.6160888671875
994.9432983398438,9.621586799621582
1006.3811645507812,9.627218246459961
1017.9505615234375,9.632987022399902
1029.6529541015625,9.638897895812988
1041.4898681640625,9.644953727722168
1053.4627685546875,9.65115737915039
1065.5733642578125,9.657514572143555
1077.8232421875,9.664027214050293
1090.2138671875,9.670701026916504
1102.7469482421875,9.677538871765137
1115.4241943359375,9.68454647064209
1128.2470703125,9.691727638244629
1141.2174072265625,9.699087142944336
1154.3369140625,9.706628799438477
1167.6070556640625,9.71435832977295
1181.0299072265625,9.722280502319336
1194.6070556640625,9.730400085449219
1208.3402099609375,9.738722801208496
1222.2313232421875,9.747254371643066
1236.2821044921875,9.756000518798828
1250.494384765625,9.764966011047363
1264.8701171875,9.774157524108887
1279.4110107421875,9.783580780029297
1294.119140625,9.793243408203125
1308.996337890625,9.803150177001953
1324.0445556640625,9.813308715820312
1339.265869140625,9.823726654052734
1354.6619873046875,9.834409713745117
1370.2352294921875,9.845365524291992
1385.9874267578125,9.856602668762207
1401.9207763671875,9.868128776550293
1418.0372314453125,9.879951477050781
1434.3389892578125,9.89207935333252
1450.828125,9.904521942138672
1467.5068359375,9.91728687286377
1484.3773193359375,9.930383682250977
1501.4417724609375,9.943822860717773
1518.702392578125,9.957612991333008
1536.161376953125,9.971765518188477
1553.821044921875,9.986289978027344
1571.683837890625,10.001198768615723
1589.7518310546875,10.016501426696777
1608.0277099609375,10.032210350036621
1626.5135498046875,10.048338890075684
1645.2119140625,10.064897537231445
1664.1253662109375,10.081900596618652
1683.256103515625,10.099360466003418
1702.6068115234375,10.117292404174805
1722.1800537109375,10.135710716247559
1741.9781494140625,10.154629707336426
1762.0040283203125,10.174064636230469
1782.260009765625,10.194032669067383
1802.7489013671875,10.214550018310547
1823.4732666015625,10.235633850097656
1844.4359130859375,10.257302284240723
1865.6395263671875,10.279574394226074
1887.0869140625,10.302469253540039
1908.7808837890625,10.326006889343262
1930.7242431640625,10.35020923614502
1952.9197998046875,10.375097274780273
1975.37060546875,10.400693893432617
1998.0794677734375,10.427022933959961
2021.0494384765625,10.454109191894531
2044.283447265625,10.481978416442871
2067.784423828125,10.510656356811523
2091.5556640625,10.540172576904297
2115.600341796875,10.570554733276367
2139.921142578125,10.60183334350586
2164.521728515625,10.634040832519531
2189.405029296875,10.667208671569824
2214.574462890625,10.701373100280762
2240.033203125,10.73656940460205
2265.78466796875,10.772835731506348
2291.832275390625,10.810210227966309
2318.17919921875,10.848735809326172
2344.828857421875,10.88845443725586
2371.78515625,10.929411888122559
2399.051025390625,10.971654891967773
2426.630615234375,11.015233993530273
2454.527099609375,11.060201644897461
2482.744384765625,11.106612205505371
2511.2861328125,11.154521942138672
2540.15576171875,11.20399284362793
2569.357421875,11.255088806152344
2598.894775390625,11.30787467956543
2628.771728515625,11.362422943115234
2658.991943359375,11.418806076049805
2689.559814453125,11.477103233337402
2720.47900390625,11.537396430969238
2751.753662109375,11.599772453308105
2783.3876953125,11.664324760437012
2815.3857421875,11.731148719787598
2847.751220703125,11.800347328186035
2880.489013671875,11.872030258178711
2913.603271484375,11.94631290435791
2947.097900390625,12.023316383361816
2980.977783203125,12.103170394897461
3015.2470703125,12.186014175415039
3049.910400390625,12.271992683410645
3084.97216796875,12.361263275146484
3120.43701171875,12.45398998260498
3156.3095703125,12.550350189208984
3192.594482421875,12.650532722473145
3229.296630859375,12.754739761352539
3266.420654296875,12.863184928894043
3303.971435546875,12.976099967956543
3341.953857421875,13.093731880187988
3380.373046875,13.216344833374023
3419.233642578125,13.344223022460938
3458.541259765625,13.477672576904297
3498.30078125,13.617022514343262
3538.51708984375,13.762626647949219
3579.196044921875,13.914867401123047
3620.34228515625,14.074159622192383
3661.9619140625,14.240948677062988
3704.059814453125,14.41572093963623
3746.6416015625,14.599000930786133
3789.713134765625,14.791361808776855
3833.279541015625,14.993425369262695
3877.346923828125,15.205869674682617
3921.9208984375,15.429437637329102
3967.00732421875,15.664939880371094
4012.612060546875,15.913267135620117
4058.7412109375,16.17539405822754
4105.400390625,16.45240020751953
4152.59619140625,16.74547004699707
4200.33447265625,17.055917739868164
4248.62158203125,17.385194778442383
4297.4638671875,17.73491668701172
4346.8671875,18.106884002685547
4396.8388671875,18.503101348876953
4447.384765625,18.925819396972656
4498.51220703125,19.3775577545166
4550.22705078125,19.861164093017578
4602.53662109375,20.379844665527344
4655.447265625,20.93724250793457
